date,store_id,product_id,product_name,category,units_sold,promotion
2026-03-19,STORE_2,P001,Milk,Dairy,27,0
2026-03-19,STORE_2,P002,Bread,Bakery,21,0
2026-03-19,STORE_2,P003,Soft Drink,Beverages,39,0
2026-03-20,STORE_1,P001,Milk,Dairy,29,0
2026-03-20,STORE_1,P002,Bread,Bakery,17,0
2026-03-20,STORE_1,P003,Soft Drink,Beverages,35,0
2026-03-20,STORE_2,P001,Milk,Dairy,25,0
2026-03-20,STORE_2,P002,Bread,Bakery,17,0
2026-03-20,STORE_2,P003,Soft Drink,Beverages,34,0
2026-03-21,STORE_1,P001,Milk,Dairy,30,0
2026-03-21,STORE_1,P002,Bread,Bakery,25,0
2026-03-21,STORE_1,P003,Soft Drink,Beverages,43,0
2026-03-21,STORE_2,P001,Milk,Dairy,27,0
2026-03-21,STORE_2,P002,Bread,Bakery,24,0
2026-03-21,STORE_2,P003,Soft Drink,Beverages,43,0
2026-03-22,STORE_1,P001,Milk,Dairy,31,0
2026-03-22,STORE_1,P002,Bread,Bakery,22,0
2026-03-22,STORE_1,P003,Soft Drink,Beverages,43,0
2026-03-22,STORE_2,P001,Milk,Dairy,31,0
2026-03-22,STORE_2,P002,Bread,Bakery,16,0
2026-03-22,STORE_2,P003,Soft Drink,Beverages,43,0
2026-03-23,STORE_1,P001,Milk,Dairy,23,0
2026-03-23,STORE_1,P002,Bread,Bakery,17,0
2026-03-23,STORE_1,P003,Soft Drink,Beverages,35,0
2026-03-23,STORE_2,P001,Milk,Dairy,30,0
2026-03-23,STORE_2,P002,Bread,Bakery,15,0
2026-03-23,STORE_2,P003,Soft Drink,Beverages,35,0
2026-03-24,STORE_1,P001,Milk,Dairy,24,0
2026-03-24,STORE_1,P002,Bread,Bakery,26,1
2026-03-24,STORE_1,P003,Soft Drink,Beverages,34,0
2026-03-24,STORE_2,P001,Milk,Dairy,26,0
2026-03-24,STORE_2,P002,Bread,Bakery,15,0
2026-03-24,STORE_2,P003,Soft Drink,Beverages,38,0
2026-03-25,STORE_1,P001,Milk,Dairy,21,0
2026-03-25,STORE_1,P002,Bread,Bakery,19,0
2026-03-25,STORE_1,P003,Soft Drink,Beverages,36,0
2026-03-25,STORE_2,P001,Milk,Dairy,26,0
2026-03-25,STORE_2,P002,Bread,Bakery,19,1
2026-03-25,STORE_2,P003,Soft Drink,Beverages,34,0
2026-03-26,STORE_1,P001,Milk,Dairy,28,0
2026-03-26,STORE_1,P002,Bread,Bakery,23,0
2026-03-26,STORE_1,P003,Soft Drink,Beverages,35,0
2026-03-26,STORE_2,P001,Milk,Dairy,27,0
2026-03-26,STORE_2,P002,Bread,Bakery,18,0
2026-03-26,STORE_2,P003,Soft Drink,Beverages,35,0
2026-03-27,STORE_1,P001,Milk,Dairy,24,0
2026-03-27,STORE_1,P002,Bread,Bakery,18,0
2026-03-27,STORE_1,P003,Soft Drink,Beverages,48,1
2026-03-27,STORE_2,P001,Milk,Dairy,27,0
2026-03-27,STORE_2,P002,Bread,Bakery,20,1
2026-03-27,STORE_2,P003,Soft Drink,Beverages,33,0
2026-03-28,STORE_1,P001,Milk,Dairy,27,0
2026-03-28,STORE_1,P002,Bread,Bakery,22,0
2026-03-28,STORE_1,P003,Soft Drink,Beverages,41,0
2026-03-28,STORE_2,P001,Milk,Dairy,31,0
2026-03-28,STORE_2,P002,Bread,Bakery,23,0
2026-03-28,STORE_2,P003,Soft Drink,Beverages,36,0
2026-03-29,STORE_1,P001,Milk,Dairy,23,0
2026-03-29,STORE_1,P002,Bread,Bakery,22,0
2026-03-29,STORE_1,P003,Soft Drink,Beverages,46,0
2026-03-29,STORE_2,P001,Milk,Dairy,28,0
2026-03-29,STORE_2,P002,Bread,Bakery,26,1
2026-03-29,STORE_2,P003,Soft Drink,Beverages,45,0
2026-03-30,STORE_1,P001,Milk,Dairy,27,0
2026-03-30,STORE_1,P002,Bread,Bakery,15,0
2026-03-30,STORE_1,P003,Soft Drink,Beverages,37,0
2026-03-30,STORE_2,P001,Milk,Dairy,23,0
2026-03-30,STORE_2,P002,Bread,Bakery,16,0
2026-03-30,STORE_2,P003,Soft Drink,Beverages,32,0
2026-03-31,STORE_1,P001,Milk,Dairy,21,0
2026-03-31,STORE_1,P002,Bread,Bakery,18,0
2026-03-31,STORE_1,P003,Soft Drink,Beverages,31,0
2026-03-31,STORE_2,P001,Milk,Dairy,25,0
2026-03-31,STORE_2,P002,Bread,Bakery,18,0
2026-03-31,STORE_2,P003,Soft Drink,Beverages,35,0
2026-04-01,STORE_1,P001,Milk,Dairy,24,0
2026-04-01,STORE_1,P002,Bread,Bakery,16,0
2026-04-01,STORE_1,P003,Soft Drink,Beverages,42,1
2026-04-01,STORE_2,P001,Milk,Dairy,29,0
2026-04-01,STORE_2,P002,Bread,Bakery,17,0
2026-04-01,STORE_2,P003,Soft Drink,Beverages,34,0
2026-04-02,STORE_1,P001,Milk,Dairy,22,0
2026-04-02,STORE_1,P002,Bread,Bakery,22,0
2026-04-02,STORE_1,P003,Soft Drink,Beverages,33,0
2026-04-02,STORE_2,P001,Milk,Dairy,26,0
2026-04-02,STORE_2,P002,Bread,Bakery,19,0
2026-04-02,STORE_2,P003,Soft Drink,Beverages,35,0
2026-04-03,STORE_1,P001,Milk,Dairy,21,0
2026-04-03,STORE_1,P002,Bread,Bakery,20,0
2026-04-03,STORE_1,P003,Soft Drink,Beverages,33,0
2026-04-03,STORE_2,P001,Milk,Dairy,27,0
2026-04-03,STORE_2,P002,Bread,Bakery,16,0
2026-04-03,STORE_2,P003,Soft Drink,Beverages,35,0
2026-04-04,STORE_1,P001,Milk,Dairy,40,1
2026-04-04,STORE_1,P002,Bread,Bakery,25,0
2026-04-04,STORE_1,P003,Soft Drink,Beverages,44,0
2026-04-04,STORE_2,P001,Milk,Dairy,41,1
2026-04-04,STORE_2,P002,Bread,Bakery,24,0
2026-04-04,STORE_2,P003,Soft Drink,Beverages,40,0
2026-04-05,STORE_1,P001,Milk,Dairy,33,0
2026-04-05,STORE_1,P002,Bread,Bakery,21,0
2026-04-05,STORE_1,P003,Soft Drink,Beverages,41,0
2026-04-05,STORE_2,P001,Milk,Dairy,30,0
2026-04-05,STORE_2,P002,Bread,Bakery,27,1
2026-04-05,STORE_2,P003,Soft Drink,Beverages,39,0
2026-04-06,STORE_1,P001,Milk,Dairy,33,1
2026-04-06,STORE_1,P002,Bread,Bakery,17,0
2026-04-06,STORE_1,P003,Soft Drink,Beverages,45,1
2026-04-06,STORE_2,P001,Milk,Dairy,25,0
2026-04-06,STORE_2,P002,Bread,Bakery,12,0
2026-04-06,STORE_2,P003,Soft Drink,Beverages,34,0
2026-04-07,STORE_1,P001,Milk,Dairy,29,0
2026-04-07,STORE_1,P002,Bread,Bakery,22,0
2026-04-07,STORE_1,P003,Soft Drink,Beverages,35,0
2026-04-07,STORE_2,P001,Milk,Dairy,25,0
2026-04-07,STORE_2,P002,Bread,Bakery,11,0
2026-04-07,STORE_2,P003,Soft Drink,Beverages,33,0
2026-04-08,STORE_1,P001,Milk,Dairy,27,0
2026-04-08,STORE_1,P002,Bread,Bakery,22,1
2026-04-08,STORE_1,P003,Soft Drink,Beverages,38,0
2026-04-08,STORE_2,P001,Milk,Dairy,28,0
2026-04-08,STORE_2,P002,Bread,Bakery,16,0
2026-04-08,STORE_2,P003,Soft Drink,Beverages,35,0
2026-04-09,STORE_1,P001,Milk,Dairy,29,0
2026-04-09,STORE_1,P002,Bread,Bakery,14,0
2026-04-09,STORE_1,P003,Soft Drink,Beverages,34,0
2026-04-09,STORE_2,P001,Milk,Dairy,20,0
2026-04-09,STORE_2,P002,Bread,Bakery,15,0
2026-04-09,STORE_2,P003,Soft Drink,Beverages,40,0
2026-04-10,STORE_1,P001,Milk,Dairy,31,1
2026-04-10,STORE_1,P002,Bread,Bakery,12,0
2026-04-10,STORE_1,P003,Soft Drink,Beverages,32,0
2026-04-10,STORE_2,P001,Milk,Dairy,20,0
2026-04-10,STORE_2,P002,Bread,Bakery,18,0
2026-04-10,STORE_2,P003,Soft Drink,Beverages,36,0
2026-04-11,STORE_1,P001,Milk,Dairy,33,0
2026-04-11,STORE_1,P002,Bread,Bakery,23,0
2026-04-11,STORE_1,P003,Soft Drink,Beverages,50,1
2026-04-11,STORE_2,P001,Milk,Dairy,31,0
2026-04-11,STORE_2,P002,Bread,Bakery,21,0
2026-04-11,STORE_2,P003,Soft Drink,Beverages,45,0
2026-04-12,STORE_1,P001,Milk,Dairy,32,0
2026-04-12,STORE_1,P002,Bread,Bakery,27,0
2026-04-12,STORE_1,P003,Soft Drink,Beverages,39,0
2026-04-12,STORE_2,P001,Milk,Dairy,27,0
2026-04-12,STORE_2,P002,Bread,Bakery,20,0
2026-04-12,STORE_2,P003,Soft Drink,Beverages,42,0
2026-04-13,STORE_1,P001,Milk,Dairy,23,0
2026-04-13,STORE_1,P002,Bread,Bakery,15,0
2026-04-13,STORE_1,P003,Soft Drink,Beverages,36,0
2026-04-13,STORE_2,P001,Milk,Dairy,24,0
2026-04-13,STORE_2,P002,Bread,Bakery,16,0
2026-04-13,STORE_2,P003,Soft Drink,Beverages,41,1
2026-04-14,STORE_1,P001,Milk,Dairy,18,0
2026-04-14,STORE_1,P002,Bread,Bakery,22,0
2026-04-14,STORE_1,P003,Soft Drink,Beverages,39,0
2026-04-14,STORE_2,P001,Milk,Dairy,27,0
2026-04-14,STORE_2,P002,Bread,Bakery,25,1
2026-04-14,STORE_2,P003,Soft Drink,Beverages,33,0
2026-04-15,STORE_1,P001,Milk,Dairy,27,0
2026-04-15,STORE_1,P002,Bread,Bakery,15,0
2026-04-15,STORE_1,P003,Soft Drink,Beverages,35,0
2026-04-15,STORE_2,P001,Milk,Dairy,23,0
2026-04-15,STORE_2,P002,Bread,Bakery,20,0
2026-04-15,STORE_2,P003,Soft Drink,Beverages,40,0
2026-04-16,STORE_1,P001,Milk,Dairy,22,0
2026-04-16,STORE_1,P002,Bread,Bakery,16,0
2026-04-16,STORE_1,P003,Soft Drink,Beverages,35,0
2026-04-16,STORE_2,P001,Milk,Dairy,20,0
2026-04-16,STORE_2,P002,Bread,Bakery,13,0
2026-04-16,STORE_2,P003,Soft Drink,Beverages,40,0
2026-04-17,STORE_1,P001,Milk,Dairy,26,0
2026-04-17,STORE_1,P002,Bread,Bakery,16,0
2026-04-17,STORE_1,P003,Soft Drink,Beverages,35,0
2026-04-17,STORE_2,P001,Milk,Dairy,31,1
2026-04-17,STORE_2,P002,Bread,Bakery,18,0
2026-04-17,STORE_2,P003,Soft Drink,Beverages,34,0
2026-04-18,STORE_1,P001,Milk,Dairy,30,0
2026-04-18,STORE_1,P002,Bread,Bakery,24,0
2026-04-18,STORE_1,P003,Soft Drink,Beverages,44,0
2026-04-18,STORE_2,P001,Milk,Dairy,43,1
2026-04-18,STORE_2,P002,Bread,Bakery,23,0
2026-04-18,STORE_2,P003,Soft Drink,Beverages,42,0
2026-04-19,STORE_1,P001,Milk,Dairy,44,1
2026-04-19,STORE_1,P002,Bread,Bakery,21,0
2026-04-19,STORE_1,P003,Soft Drink,Beverages,35,0
2026-04-19,STORE_2,P001,Milk,Dairy,32,0
2026-04-19,STORE_2,P002,Bread,Bakery,29,1
2026-04-19,STORE_2,P003,Soft Drink,Beverages,42,0
2026-04-20,STORE_1,P001,Milk,Dairy,27,0
2026-04-20,STORE_1,P002,Bread,Bakery,17,0
2026-04-20,STORE_1,P003,Soft Drink,Beverages,29,0
2026-04-20,STORE_2,P001,Milk,Dairy,28,0
2026-04-20,STORE_2,P002,Bread,Bakery,16,0
2026-04-20,STORE_2,P003,Soft Drink,Beverages,32,0
2026-04-21,STORE_1,P001,Milk,Dairy,19,0
2026-04-21,STORE_1,P002,Bread,Bakery,20,0
2026-04-21,STORE_1,P003,Soft Drink,Beverages,28,0
2026-04-21,STORE_2,P001,Milk,Dairy,29,0
2026-04-21,STORE_2,P002,Bread,Bakery,17,0
2026-04-21,STORE_2,P003,Soft Drink,Beverages,37,0
2026-04-22,STORE_1,P001,Milk,Dairy,26,0
2026-04-22,STORE_1,P002,Bread,Bakery,24,0
2026-04-22,STORE_1,P003,Soft Drink,Beverages,47,1
2026-04-22,STORE_2,P001,Milk,Dairy,29,0
2026-04-22,STORE_2,P002,Bread,Bakery,16,0
2026-04-22,STORE_2,P003,Soft Drink,Beverages,30,0
2026-04-23,STORE_1,P001,Milk,Dairy,35,1
2026-04-23,STORE_1,P002,Bread,Bakery,13,0
2026-04-23,STORE_1,P003,Soft Drink,Beverages,37,0
2026-04-23,STORE_2,P001,Milk,Dairy,22,0
2026-04-23,STORE_2,P002,Bread,Bakery,19,0
2026-04-23,STORE_2,P003,Soft Drink,Beverages,41,0
2026-04-24,STORE_1,P001,Milk,Dairy,34,1
2026-04-24,STORE_1,P002,Bread,Bakery,17,0
2026-04-24,STORE_1,P003,Soft Drink,Beverages,36,0
2026-04-24,STORE_2,P001,Milk,Dairy,31,1
2026-04-24,STORE_2,P002,Bread,Bakery,25,0
2026-04-24,STORE_2,P003,Soft Drink,Beverages,43,1
2026-04-25,STORE_1,P001,Milk,Dairy,30,0
2026-04-25,STORE_1,P002,Bread,Bakery,30,1
2026-04-25,STORE_1,P003,Soft Drink,Beverages,43,0
2026-04-25,STORE_2,P001,Milk,Dairy,31,0
2026-04-25,STORE_2,P002,Bread,Bakery,20,0
2026-04-25,STORE_2,P003,Soft Drink,Beverages,41,0
2026-04-26,STORE_1,P001,Milk,Dairy,33,0
2026-04-26,STORE_1,P002,Bread,Bakery,24,0
2026-04-26,STORE_1,P003,Soft Drink,Beverages,43,0
2026-04-26,STORE_2,P001,Milk,Dairy,34,0
2026-04-26,STORE_2,P002,Bread,Bakery,24,0
2026-04-26,STORE_2,P003,Soft Drink,Beverages,44,0
2026-04-27,STORE_1,P001,Milk,Dairy,20,0
2026-04-27,STORE_1,P002,Bread,Bakery,19,0
2026-04-27,STORE_1,P003,Soft Drink,Beverages,36,0
2026-04-27,STORE_2,P001,Milk,Dairy,29,0
2026-04-27,STORE_2,P002,Bread,Bakery,9,0
2026-04-27,STORE_2,P003,Soft Drink,Beverages,35,0
2026-04-28,STORE_1,P001,Milk,Dairy,25,0
2026-04-28,STORE_1,P002,Bread,Bakery,20,1
2026-04-28,STORE_1,P003,Soft Drink,Beverages,32,0
2026-04-28,STORE_2,P001,Milk,Dairy,29,0
2026-04-28,STORE_2,P002,Bread,Bakery,25,1
2026-04-28,STORE_2,P003,Soft Drink,Beverages,41,0
2026-04-29,STORE_1,P001,Milk,Dairy,24,0
2026-04-29,STORE_1,P002,Bread,Bakery,14,0
2026-04-29,STORE_1,P003,Soft Drink,Beverages,34,0
2026-04-29,STORE_2,P001,Milk,Dairy,24,0
2026-04-29,STORE_2,P002,Bread,Bakery,20,0
2026-04-29,STORE_2,P003,Soft Drink,Beverages,37,0
2026-04-30,STORE_1,P001,Milk,Dairy,27,0
2026-04-30,STORE_1,P002,Bread,Bakery,25,0
2026-04-30,STORE_1,P003,Soft Drink,Beverages,39,0
2026-04-30,STORE_2,P001,Milk,Dairy,22,0
2026-04-30,STORE_2,P002,Bread,Bakery,21,0
2026-04-30,STORE_2,P003,Soft Drink,Beverages,35,0
2026-05-01,STORE_1,P001,Milk,Dairy,24,0
2026-05-01,STORE_1,P002,Bread,Bakery,22,0
2026-05-01,STORE_1,P003,Soft Drink,Beverages,32,0
2026-05-01,STORE_2,P001,Milk,Dairy,28,0
2026-05-01,STORE_2,P002,Bread,Bakery,20,0
2026-05-01,STORE_2,P003,Soft Drink,Beverages,32,0
2026-05-02,STORE_1,P001,Milk,Dairy,25,0
2026-05-02,STORE_1,P002,Bread,Bakery,21,0
2026-05-02,STORE_1,P003,Soft Drink,Beverages,33,0
2026-05-02,STORE_2,P001,Milk,Dairy,33,0
2026-05-02,STORE_2,P002,Bread,Bakery,23,0
2026-05-02,STORE_2,P003,Soft Drink,Beverages,46,0
2026-05-03,STORE_1,P001,Milk,Dairy,31,0
2026-05-03,STORE_1,P002,Bread,Bakery,26,0
2026-05-03,STORE_1,P003,Soft Drink,Beverages,40,0
2026-05-03,STORE_2,P001,Milk,Dairy,41,1
2026-05-03,STORE_2,P002,Bread,Bakery,20,0
2026-05-03,STORE_2,P003,Soft Drink,Beverages,42,0
2026-05-04,STORE_1,P001,Milk,Dairy,25,0
2026-05-04,STORE_1,P002,Bread,Bakery,19,0
2026-05-04,STORE_1,P003,Soft Drink,Beverages,33,0
2026-05-04,STORE_2,P001,Milk,Dairy,26,0
2026-05-04,STORE_2,P002,Bread,Bakery,18,0
2026-05-04,STORE_2,P003,Soft Drink,Beverages,31,0
2026-05-05,STORE_1,P001,Milk,Dairy,20,0
2026-05-05,STORE_1,P002,Bread,Bakery,21,0
2026-05-05,STORE_1,P003,Soft Drink,Beverages,28,0
2026-05-05,STORE_2,P001,Milk,Dairy,25,0
2026-05-05,STORE_2,P002,Bread,Bakery,14,0
2026-05-05,STORE_2,P003,Soft Drink,Beverages,40,0
2026-05-06,STORE_1,P001,Milk,Dairy,27,0
2026-05-06,STORE_1,P002,Bread,Bakery,19,0
2026-05-06,STORE_1,P003,Soft Drink,Beverages,33,0
2026-05-06,STORE_2,P001,Milk,Dairy,21,0
2026-05-06,STORE_2,P002,Bread,Bakery,19,0
2026-05-06,STORE_2,P003,Soft Drink,Beverages,35,0
2026-05-07,STORE_1,P001,Milk,Dairy,22,0
2026-05-07,STORE_1,P002,Bread,Bakery,20,1
2026-05-07,STORE_1,P003,Soft Drink,Beverages,32,0
2026-05-07,STORE_2,P001,Milk,Dairy,21,0
2026-05-07,STORE_2,P002,Bread,Bakery,16,0
2026-05-07,STORE_2,P003,Soft Drink,Beverages,36,0
2026-05-08,STORE_1,P001,Milk,Dairy,26,0
2026-05-08,STORE_1,P002,Bread,Bakery,18,0
2026-05-08,STORE_1,P003,Soft Drink,Beverages,35,0
2026-05-08,STORE_2,P001,Milk,Dairy,27,0
2026-05-08,STORE_2,P002,Bread,Bakery,12,0
2026-05-08,STORE_2,P003,Soft Drink,Beverages,36,0
2026-05-09,STORE_1,P001,Milk,Dairy,34,0
2026-05-09,STORE_1,P002,Bread,Bakery,16,0
2026-05-09,STORE_1,P003,Soft Drink,Beverages,34,0
2026-05-09,STORE_2,P001,Milk,Dairy,29,0
2026-05-09,STORE_2,P002,Bread,Bakery,25,0
2026-05-09,STORE_2,P003,Soft Drink,Beverages,54,1
2026-05-10,STORE_1,P001,Milk,Dairy,32,0
2026-05-10,STORE_1,P002,Bread,Bakery,23,0
2026-05-10,STORE_1,P003,Soft Drink,Beverages,39,0
2026-05-10,STORE_2,P001,Milk,Dairy,27,0
2026-05-10,STORE_2,P002,Bread,Bakery,17,0
2026-05-10,STORE_2,P003,Soft Drink,Beverages,47,0
2026-05-11,STORE_1,P001,Milk,Dairy,28,0
2026-05-11,STORE_1,P002,Bread,Bakery,18,0
2026-05-11,STORE_1,P003,Soft Drink,Beverages,34,0
2026-05-11,STORE_2,P001,Milk,Dairy,23,0
2026-05-11,STORE_2,P002,Bread,Bakery,19,0
2026-05-11,STORE_2,P003,Soft Drink,Beverages,33,0
2026-05-12,STORE_1,P001,Milk,Dairy,24,0
2026-05-12,STORE_1,P002,Bread,Bakery,16,0
2026-05-12,STORE_1,P003,Soft Drink,Beverages,37,0
2026-05-12,STORE_2,P001,Milk,Dairy,25,0
2026-05-12,STORE_2,P002,Bread,Bakery,18,0
2026-05-12,STORE_2,P003,Soft Drink,Beverages,32,0
2026-05-13,STORE_1,P001,Milk,Dairy,23,0
2026-05-13,STORE_1,P002,Bread,Bakery,18,0
2026-05-13,STORE_1,P003,Soft Drink,Beverages,30,0
2026-05-13,STORE_2,P001,Milk,Dairy,24,0
2026-05-13,STORE_2,P002,Bread,Bakery,18,0
2026-05-13,STORE_2,P003,Soft Drink,Beverages,31,0
2026-05-14,STORE_1,P001,Milk,Dairy,36,1
2026-05-14,STORE_1,P002,Bread,Bakery,19,0
2026-05-14,STORE_1,P003,Soft Drink,Beverages,35,0
2026-05-14,STORE_2,P001,Milk,Dairy,23,0
2026-05-14,STORE_2,P002,Bread,Bakery,13,0
2026-05-14,STORE_2,P003,Soft Drink,Beverages,38,0
2026-05-15,STORE_1,P001,Milk,Dairy,24,0
2026-05-15,STORE_1,P002,Bread,Bakery,14,0
2026-05-15,STORE_1,P003,Soft Drink,Beverages,33,0
2026-05-15,STORE_2,P001,Milk,Dairy,26,0
2026-05-15,STORE_2,P002,Bread,Bakery,19,0
2026-05-15,STORE_2,P003,Soft Drink,Beverages,32,0
2026-05-16,STORE_1,P001,Milk,Dairy,33,0
2026-05-16,STORE_1,P002,Bread,Bakery,17,0
2026-05-16,STORE_1,P003,Soft Drink,Beverages,46,0
2026-05-16,STORE_2,P001,Milk,Dairy,31,0
2026-05-16,STORE_2,P002,Bread,Bakery,20,0
2026-05-16,STORE_2,P003,Soft Drink,Beverages,41,0
2026-05-17,STORE_1,P001,Milk,Dairy,30,0
2026-05-17,STORE_1,P002,Bread,Bakery,23,0
2026-05-17,STORE_1,P003,Soft Drink,Beverages,37,0
2026-05-17,STORE_2,P001,Milk,Dairy,28,0
2026-05-17,STORE_2,P002,Bread,Bakery,22,0
2026-05-17,STORE_2,P003,Soft Drink,Beverages,46,0
2026-05-18,STORE_1,P001,Milk,Dairy,28,0
2026-05-18,STORE_1,P002,Bread,Bakery,23,0
2026-05-18,STORE_1,P003,Soft Drink,Beverages,49,1
2026-05-18,STORE_2,P001,Milk,Dairy,23,0
2026-05-18,STORE_2,P002,Bread,Bakery,18,0
2026-05-18,STORE_2,P003,Soft Drink,Beverages,38,0
2026-05-19,STORE_1,P001,Milk,Dairy,28,0
2026-05-19,STORE_1,P002,Bread,Bakery,17,0
2026-05-19,STORE_1,P003,Soft Drink,Beverages,37,0
2026-05-19,STORE_2,P001,Milk,Dairy,24,0
2026-05-19,STORE_2,P002,Bread,Bakery,14,0
2026-05-19,STORE_2,P003,Soft Drink,Beverages,35,0
2026-05-20,STORE_1,P001,Milk,Dairy,24,0
2026-05-20,STORE_1,P002,Bread,Bakery,16,0
2026-05-20,STORE_1,P003,Soft Drink,Beverages,37,0
2026-05-20,STORE_2,P001,Milk,Dairy,24,0
2026-05-20,STORE_2,P002,Bread,Bakery,19,0
2026-05-20,STORE_2,P003,Soft Drink,Beverages,37,0
2026-05-21,STORE_1,P001,Milk,Dairy,32,0
2026-05-21,STORE_1,P002,Bread,Bakery,18,0
2026-05-21,STORE_1,P003,Soft Drink,Beverages,39,0
2026-05-21,STORE_2,P001,Milk,Dairy,33,1
2026-05-21,STORE_2,P002,Bread,Bakery,19,0
2026-05-21,STORE_2,P003,Soft Drink,Beverages,35,0
2026-05-22,STORE_1,P001,Milk,Dairy,25,0
2026-05-22,STORE_1,P002,Bread,Bakery,17,0
2026-05-22,STORE_1,P003,Soft Drink,Beverages,38,0
2026-05-22,STORE_2,P001,Milk,Dairy,23,0
2026-05-22,STORE_2,P002,Bread,Bakery,19,1
2026-05-22,STORE_2,P003,Soft Drink,Beverages,33,0
2026-05-23,STORE_1,P001,Milk,Dairy,28,0
2026-05-23,STORE_1,P002,Bread,Bakery,20,0
2026-05-23,STORE_1,P003,Soft Drink,Beverages,54,1
2026-05-23,STORE_2,P001,Milk,Dairy,28,0
2026-05-23,STORE_2,P002,Bread,Bakery,21,0
2026-05-23,STORE_2,P003,Soft Drink,Beverages,40,0
2026-05-24,STORE_1,P001,Milk,Dairy,31,0
2026-05-24,STORE_1,P002,Bread,Bakery,29,0
2026-05-24,STORE_1,P003,Soft Drink,Beverages,43,0
2026-05-24,STORE_2,P001,Milk,Dairy,29,0
2026-05-24,STORE_2,P002,Bread,Bakery,15,0
2026-05-24,STORE_2,P003,Soft Drink,Beverages,48,0
2026-05-25,STORE_1,P001,Milk,Dairy,26,0
2026-05-25,STORE_1,P002,Bread,Bakery,18,0
2026-05-25,STORE_1,P003,Soft Drink,Beverages,28,0
2026-05-25,STORE_2,P001,Milk,Dairy,25,0
2026-05-25,STORE_2,P002,Bread,Bakery,18,0
2026-05-25,STORE_2,P003,Soft Drink,Beverages,33,0
2026-05-26,STORE_1,P001,Milk,Dairy,21,0
2026-05-26,STORE_1,P002,Bread,Bakery,19,1
2026-05-26,STORE_1,P003,Soft Drink,Beverages,51,1
2026-05-26,STORE_2,P001,Milk,Dairy,33,1
2026-05-26,STORE_2,P002,Bread,Bakery,16,0
2026-05-26,STORE_2,P003,Soft Drink,Beverages,35,0
2026-05-27,STORE_1,P001,Milk,Dairy,25,0
2026-05-27,STORE_1,P002,Bread,Bakery,14,0
2026-05-27,STORE_1,P003,Soft Drink,Beverages,38,0
2026-05-27,STORE_2,P001,Milk,Dairy,24,0
2026-05-27,STORE_2,P002,Bread,Bakery,18,0
2026-05-27,STORE_2,P003,Soft Drink,Beverages,39,0
2026-05-28,STORE_1,P001,Milk,Dairy,21,0
2026-05-28,STORE_1,P002,Bread,Bakery,16,0
2026-05-28,STORE_1,P003,Soft Drink,Beverages,46,1
2026-05-28,STORE_2,P001,Milk,Dairy,28,0
2026-05-28,STORE_2,P002,Bread,Bakery,16,0
2026-05-28,STORE_2,P003,Soft Drink,Beverages,33,0
2026-05-29,STORE_1,P001,Milk,Dairy,27,0
2026-05-29,STORE_1,P002,Bread,Bakery,25,0
2026-05-29,STORE_1,P003,Soft Drink,Beverages,35,0
2026-05-29,STORE_2,P001,Milk,Dairy,23,0
2026-05-29,STORE_2,P002,Bread,Bakery,15,0
2026-05-29,STORE_2,P003,Soft Drink,Beverages,35,0
2026-05-30,STORE_1,P001,Milk,Dairy,42,1
2026-05-30,STORE_1,P002,Bread,Bakery,30,0
2026-05-30,STORE_1,P003,Soft Drink,Beverages,41,0
2026-05-30,STORE_2,P001,Milk,Dairy,30,0
2026-05-30,STORE_2,P002,Bread,Bakery,27,0
2026-05-30,STORE_2,P003,Soft Drink,Beverages,43,0
2026-05-31,STORE_1,P001,Milk,Dairy,31,0
2026-05-31,STORE_1,P002,Bread,Bakery,26,0
2026-05-31,STORE_1,P003,Soft Drink,Beverages,55,1
2026-05-31,STORE_2,P001,Milk,Dairy,27,0
2026-05-31,STORE_2,P002,Bread,Bakery,25,0
2026-05-31,STORE_2,P003,Soft Drink,Beverages,37,0
2026-06-01,STORE_1,P001,Milk,Dairy,28,0
2026-06-01,STORE_1,P002,Bread,Bakery,23,1
2026-06-01,STORE_1,P003,Soft Drink,Beverages,34,0
2026-06-01,STORE_2,P001,Milk,Dairy,24,0
2026-06-01,STORE_2,P002,Bread,Bakery,18,0
2026-06-01,STORE_2,P003,Soft Drink,Beverages,34,0
2026-06-02,STORE_1,P001,Milk,Dairy,26,0
2026-06-02,STORE_1,P002,Bread,Bakery,17,0
2026-06-02,STORE_1,P003,Soft Drink,Beverages,29,0
2026-06-02,STORE_2,P001,Milk,Dairy,25,0
2026-06-02,STORE_2,P002,Bread,Bakery,21,0
2026-06-02,STORE_2,P003,Soft Drink,Beverages,29,0
2026-06-03,STORE_1,P001,Milk,Dairy,25,0
2026-06-03,STORE_1,P002,Bread,Bakery,17,0
2026-06-03,STORE_1,P003,Soft Drink,Beverages,38,0
2026-06-03,STORE_2,P001,Milk,Dairy,24,0
2026-06-03,STORE_2,P002,Bread,Bakery,20,0
2026-06-03,STORE_2,P003,Soft Drink,Beverages,37,0
2026-06-04,STORE_1,P001,Milk,Dairy,27,0
2026-06-04,STORE_1,P002,Bread,Bakery,23,0
2026-06-04,STORE_1,P003,Soft Drink,Beverages,34,0
2026-06-04,STORE_2,P001,Milk,Dairy,25,0
2026-06-04,STORE_2,P002,Bread,Bakery,19,0
2026-06-04,STORE_2,P003,Soft Drink,Beverages,35,0
