forecast_date,store_nbr,family_name,onpromotion,is_closed_day,is_holiday,is_event,is_work_day
2017-08-17,41,PRODUCE,5,0,0,0,0
2017-08-17,41,SCHOOL AND OFFICE SUPPLIES,0,0,0,0,0
2017-08-17,41,SEAFOOD,0,0,0,0,0
2017-08-17,42,AUTOMOTIVE,0,0,0,0,0
2017-08-17,42,BABY CARE,0,0,0,0,0
2017-08-17,42,BEAUTY,0,0,0,0,0
2017-08-17,42,BEVERAGES,1,0,0,0,0
2017-08-17,42,BOOKS,0,0,0,0,0
2017-08-17,42,BREAD/BAKERY,0,0,0,0,0
2017-08-17,42,CELEBRATION,0,0,0,0,0
2017-08-17,42,CLEANING,0,0,0,0,0
2017-08-17,42,DAIRY,0,0,0,0,0
2017-08-17,42,DELI,0,0,0,0,0
2017-08-17,42,EGGS,0,0,0,0,0
2017-08-17,42,FROZEN FOODS,0,0,0,0,0
2017-08-17,42,GROCERY I,0,0,0,0,0
2017-08-17,42,GROCERY II,0,0,0,0,0
2017-08-17,42,HARDWARE,0,0,0,0,0
2017-08-17,42,HOME AND KITCHEN I,0,0,0,0,0
2017-08-17,42,HOME AND KITCHEN II,0,0,0,0,0
2017-08-17,42,HOME APPLIANCES,0,0,0,0,0
2017-08-17,42,HOME CARE,0,0,0,0,0
2017-08-17,42,LADIESWEAR,0,0,0,0,0
2017-08-17,42,LAWN AND GARDEN,0,0,0,0,0
2017-08-17,42,LINGERIE,0,0,0,0,0
2017-08-17,42,"LIQUOR,WINE,BEER",0,0,0,0,0
2017-08-17,42,MAGAZINES,0,0,0,0,0
2017-08-17,42,MEATS,0,0,0,0,0
2017-08-17,42,PERSONAL CARE,0,0,0,0,0
2017-08-17,42,PET SUPPLIES,0,0,0,0,0
2017-08-17,42,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-17,42,POULTRY,0,0,0,0,0
2017-08-17,42,PREPARED FOODS,0,0,0,0,0
2017-08-17,42,PRODUCE,0,0,0,0,0
2017-08-17,42,SCHOOL AND OFFICE SUPPLIES,0,0,0,0,0
2017-08-17,42,SEAFOOD,0,0,0,0,0
2017-08-17,43,AUTOMOTIVE,0,0,0,0,0
2017-08-17,43,BABY CARE,0,0,0,0,0
2017-08-17,43,BEAUTY,1,0,0,0,0
2017-08-17,43,BEVERAGES,23,0,0,0,0
2017-08-17,43,BOOKS,0,0,0,0,0
2017-08-17,43,BREAD/BAKERY,8,0,0,0,0
2017-08-17,43,CELEBRATION,0,0,0,0,0
2017-08-17,43,CLEANING,19,0,0,0,0
2017-08-17,43,DAIRY,17,0,0,0,0
2017-08-17,43,DELI,8,0,0,0,0
2017-08-17,43,EGGS,1,0,0,0,0
2017-08-17,43,FROZEN FOODS,0,0,0,0,0
2017-08-17,43,GROCERY I,57,0,0,0,0
2017-08-17,43,GROCERY II,0,0,0,0,0
2017-08-17,43,HARDWARE,0,0,0,0,0
2017-08-17,43,HOME AND KITCHEN I,0,0,0,0,0
2017-08-17,43,HOME AND KITCHEN II,0,0,0,0,0
2017-08-17,43,HOME APPLIANCES,0,0,0,0,0
2017-08-17,43,HOME CARE,6,0,0,0,0
2017-08-17,43,LADIESWEAR,0,0,0,0,0
2017-08-17,43,LAWN AND GARDEN,0,0,0,0,0
2017-08-17,43,LINGERIE,0,0,0,0,0
2017-08-17,43,"LIQUOR,WINE,BEER",5,0,0,0,0
2017-08-17,43,MAGAZINES,0,0,0,0,0
2017-08-17,43,MEATS,19,0,0,0,0
2017-08-17,43,PERSONAL CARE,9,0,0,0,0
2017-08-17,43,PET SUPPLIES,0,0,0,0,0
2017-08-17,43,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-17,43,POULTRY,0,0,0,0,0
2017-08-17,43,PREPARED FOODS,0,0,0,0,0
2017-08-17,43,PRODUCE,0,0,0,0,0
2017-08-17,43,SCHOOL AND OFFICE SUPPLIES,0,0,0,0,0
2017-08-17,43,SEAFOOD,0,0,0,0,0
2017-08-17,44,AUTOMOTIVE,0,0,0,0,0
2017-08-17,44,BABY CARE,0,0,0,0,0
2017-08-17,44,BEAUTY,1,0,0,0,0
2017-08-17,44,BEVERAGES,19,0,0,0,0
2017-08-17,44,BOOKS,0,0,0,0,0
2017-08-17,44,BREAD/BAKERY,12,0,0,0,0
2017-08-17,44,CELEBRATION,0,0,0,0,0
2017-08-17,44,CLEANING,11,0,0,0,0
2017-08-17,44,DAIRY,19,0,0,0,0
2017-08-17,44,DELI,10,0,0,0,0
2017-08-17,44,EGGS,0,0,0,0,0
2017-08-17,44,FROZEN FOODS,0,0,0,0,0
2017-08-17,44,GROCERY I,40,0,0,0,0
2017-08-17,44,GROCERY II,0,0,0,0,0
2017-08-17,44,HARDWARE,0,0,0,0,0
2017-08-17,44,HOME AND KITCHEN I,1,0,0,0,0
2017-08-17,44,HOME AND KITCHEN II,3,0,0,0,0
2017-08-17,44,HOME APPLIANCES,0,0,0,0,0
2017-08-17,44,HOME CARE,9,0,0,0,0
2017-08-17,44,LADIESWEAR,6,0,0,0,0
2017-08-17,44,LAWN AND GARDEN,0,0,0,0,0
2017-08-17,44,LINGERIE,6,0,0,0,0
2017-08-17,44,"LIQUOR,WINE,BEER",7,0,0,0,0
2017-08-17,44,MAGAZINES,0,0,0,0,0
2017-08-17,44,MEATS,0,0,0,0,0
2017-08-17,44,PERSONAL CARE,15,0,0,0,0
2017-08-17,44,PET SUPPLIES,0,0,0,0,0
2017-08-17,44,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-17,44,POULTRY,0,0,0,0,0
2017-08-17,44,PREPARED FOODS,0,0,0,0,0
2017-08-17,44,PRODUCE,5,0,0,0,0
2017-08-17,44,SCHOOL AND OFFICE SUPPLIES,12,0,0,0,0
2017-08-17,44,SEAFOOD,0,0,0,0,0
2017-08-17,45,AUTOMOTIVE,0,0,0,0,0
2017-08-17,45,BABY CARE,0,0,0,0,0
2017-08-17,45,BEAUTY,1,0,0,0,0
2017-08-17,45,BEVERAGES,18,0,0,0,0
2017-08-17,45,BOOKS,0,0,0,0,0
2017-08-17,45,BREAD/BAKERY,10,0,0,0,0
2017-08-17,45,CELEBRATION,0,0,0,0,0
2017-08-17,45,CLEANING,12,0,0,0,0
2017-08-17,45,DAIRY,16,0,0,0,0
2017-08-17,45,DELI,10,0,0,0,0
2017-08-17,45,EGGS,0,0,0,0,0
2017-08-17,45,FROZEN FOODS,0,0,0,0,0
2017-08-17,45,GROCERY I,41,0,0,0,0
2017-08-17,45,GROCERY II,0,0,0,0,0
2017-08-17,45,HARDWARE,0,0,0,0,0
2017-08-17,45,HOME AND KITCHEN I,0,0,0,0,0
2017-08-17,45,HOME AND KITCHEN II,3,0,0,0,0
2017-08-17,45,HOME APPLIANCES,0,0,0,0,0
2017-08-17,45,HOME CARE,7,0,0,0,0
2017-08-17,45,LADIESWEAR,6,0,0,0,0
2017-08-17,45,LAWN AND GARDEN,0,0,0,0,0
2017-08-17,45,LINGERIE,2,0,0,0,0
2017-08-17,45,"LIQUOR,WINE,BEER",5,0,0,0,0
2017-08-17,45,MAGAZINES,0,0,0,0,0
2017-08-17,45,MEATS,1,0,0,0,0
2017-08-17,45,PERSONAL CARE,15,0,0,0,0
2017-08-17,45,PET SUPPLIES,0,0,0,0,0
2017-08-17,45,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-17,45,POULTRY,0,0,0,0,0
2017-08-17,45,PREPARED FOODS,0,0,0,0,0
2017-08-17,45,PRODUCE,5,0,0,0,0
2017-08-17,45,SCHOOL AND OFFICE SUPPLIES,12,0,0,0,0
2017-08-17,45,SEAFOOD,0,0,0,0,0
2017-08-17,46,AUTOMOTIVE,0,0,0,0,0
2017-08-17,46,BABY CARE,0,0,0,0,0
2017-08-17,46,BEAUTY,2,0,0,0,0
2017-08-17,46,BEVERAGES,16,0,0,0,0
2017-08-17,46,BOOKS,0,0,0,0,0
2017-08-17,46,BREAD/BAKERY,12,0,0,0,0
2017-08-17,46,CELEBRATION,1,0,0,0,0
2017-08-17,46,CLEANING,12,0,0,0,0
2017-08-17,46,DAIRY,17,0,0,0,0
2017-08-17,46,DELI,9,0,0,0,0
2017-08-17,46,EGGS,0,0,0,0,0
2017-08-17,46,FROZEN FOODS,0,0,0,0,0
2017-08-17,46,GROCERY I,44,0,0,0,0
2017-08-17,46,GROCERY II,0,0,0,0,0
2017-08-17,46,HARDWARE,0,0,0,0,0
2017-08-17,46,HOME AND KITCHEN I,4,0,0,0,0
2017-08-17,46,HOME AND KITCHEN II,1,0,0,0,0
2017-08-17,46,HOME APPLIANCES,0,0,0,0,0
2017-08-17,46,HOME CARE,8,0,0,0,0
2017-08-17,46,LADIESWEAR,5,0,0,0,0
2017-08-17,46,LAWN AND GARDEN,0,0,0,0,0
2017-08-17,46,LINGERIE,4,0,0,0,0
2017-08-17,46,"LIQUOR,WINE,BEER",7,0,0,0,0
2017-08-17,46,MAGAZINES,0,0,0,0,0
2017-08-17,46,MEATS,0,0,0,0,0
2017-08-17,46,PERSONAL CARE,12,0,0,0,0
2017-08-17,46,PET SUPPLIES,0,0,0,0,0
2017-08-17,46,PLAYERS AND ELECTRONICS,1,0,0,0,0
2017-08-17,46,POULTRY,0,0,0,0,0
2017-08-17,46,PREPARED FOODS,0,0,0,0,0
2017-08-17,46,PRODUCE,5,0,0,0,0
2017-08-17,46,SCHOOL AND OFFICE SUPPLIES,11,0,0,0,0
2017-08-17,46,SEAFOOD,0,0,0,0,0
2017-08-17,47,AUTOMOTIVE,0,0,0,0,0
2017-08-17,47,BABY CARE,0,0,0,0,0
2017-08-17,47,BEAUTY,2,0,0,0,0
2017-08-17,47,BEVERAGES,18,0,0,0,0
2017-08-17,47,BOOKS,0,0,0,0,0
2017-08-17,47,BREAD/BAKERY,11,0,0,0,0
2017-08-17,47,CELEBRATION,0,0,0,0,0
2017-08-17,47,CLEANING,12,0,0,0,0
2017-08-17,47,DAIRY,18,0,0,0,0
2017-08-17,47,DELI,9,0,0,0,0
2017-08-17,47,EGGS,0,0,0,0,0
2017-08-17,47,FROZEN FOODS,0,0,0,0,0
2017-08-17,47,GROCERY I,41,0,0,0,0
2017-08-17,47,GROCERY II,0,0,0,0,0
2017-08-17,47,HARDWARE,0,0,0,0,0
2017-08-17,47,HOME AND KITCHEN I,1,0,0,0,0
2017-08-17,47,HOME AND KITCHEN II,3,0,0,0,0
2017-08-17,47,HOME APPLIANCES,0,0,0,0,0
2017-08-17,47,HOME CARE,9,0,0,0,0
2017-08-17,47,LADIESWEAR,8,0,0,0,0
2017-08-17,47,LAWN AND GARDEN,0,0,0,0,0
2017-08-17,47,LINGERIE,6,0,0,0,0
2017-08-17,47,"LIQUOR,WINE,BEER",7,0,0,0,0
2017-08-17,47,MAGAZINES,0,0,0,0,0
2017-08-17,47,MEATS,0,0,0,0,0
2017-08-17,47,PERSONAL CARE,12,0,0,0,0
2017-08-17,47,PET SUPPLIES,0,0,0,0,0
2017-08-17,47,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-17,47,POULTRY,0,0,0,0,0
2017-08-17,47,PREPARED FOODS,0,0,0,0,0
2017-08-17,47,PRODUCE,4,0,0,0,0
2017-08-17,47,SCHOOL AND OFFICE SUPPLIES,12,0,0,0,0
2017-08-17,47,SEAFOOD,0,0,0,0,0
2017-08-17,48,AUTOMOTIVE,0,0,0,0,0
2017-08-17,48,BABY CARE,0,0,0,0,0
2017-08-17,48,BEAUTY,2,0,0,0,0
2017-08-17,48,BEVERAGES,14,0,0,0,0
2017-08-17,48,BOOKS,0,0,0,0,0
2017-08-17,48,BREAD/BAKERY,11,0,0,0,0
2017-08-17,48,CELEBRATION,0,0,0,0,0
2017-08-17,48,CLEANING,12,0,0,0,0
2017-08-17,48,DAIRY,15,0,0,0,0
2017-08-17,48,DELI,9,0,0,0,0
2017-08-17,48,EGGS,1,0,0,0,0
2017-08-17,48,FROZEN FOODS,0,0,0,0,0
2017-08-17,48,GROCERY I,40,0,0,0,0
2017-08-17,48,GROCERY II,0,0,0,0,0
2017-08-17,48,HARDWARE,0,0,0,0,0
2017-08-17,48,HOME AND KITCHEN I,2,0,0,0,0
2017-08-17,48,HOME AND KITCHEN II,1,0,0,0,0
2017-08-17,48,HOME APPLIANCES,0,0,0,0,0
2017-08-17,48,HOME CARE,8,0,0,0,0
2017-08-17,48,LADIESWEAR,2,0,0,0,0
2017-08-17,48,LAWN AND GARDEN,0,0,0,0,0
2017-08-17,48,LINGERIE,3,0,0,0,0
2017-08-17,48,"LIQUOR,WINE,BEER",2,0,0,0,0
2017-08-17,48,MAGAZINES,0,0,0,0,0
2017-08-17,48,MEATS,0,0,0,0,0
2017-08-17,48,PERSONAL CARE,12,0,0,0,0
2017-08-17,48,PET SUPPLIES,0,0,0,0,0
2017-08-17,48,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-17,48,POULTRY,0,0,0,0,0
2017-08-17,48,PREPARED FOODS,0,0,0,0,0
2017-08-17,48,PRODUCE,5,0,0,0,0
2017-08-17,48,SCHOOL AND OFFICE SUPPLIES,11,0,0,0,0
2017-08-17,48,SEAFOOD,0,0,0,0,0
2017-08-17,49,AUTOMOTIVE,0,0,0,0,0
2017-08-17,49,BABY CARE,0,0,0,0,0
2017-08-17,49,BEAUTY,1,0,0,0,0
2017-08-17,49,BEVERAGES,20,0,0,0,0
2017-08-17,49,BOOKS,0,0,0,0,0
2017-08-17,49,BREAD/BAKERY,10,0,0,0,0
2017-08-17,49,CELEBRATION,0,0,0,0,0
2017-08-17,49,CLEANING,10,0,0,0,0
2017-08-17,49,DAIRY,19,0,0,0,0
2017-08-17,49,DELI,8,0,0,0,0
2017-08-17,49,EGGS,0,0,0,0,0
2017-08-17,49,FROZEN FOODS,0,0,0,0,0
2017-08-17,49,GROCERY I,40,0,0,0,0
2017-08-17,49,GROCERY II,0,0,0,0,0
2017-08-17,49,HARDWARE,0,0,0,0,0
2017-08-17,49,HOME AND KITCHEN I,1,0,0,0,0
2017-08-17,49,HOME AND KITCHEN II,3,0,0,0,0
2017-08-17,49,HOME APPLIANCES,0,0,0,0,0
2017-08-17,49,HOME CARE,8,0,0,0,0
2017-08-17,49,LADIESWEAR,6,0,0,0,0
2017-08-17,49,LAWN AND GARDEN,0,0,0,0,0
2017-08-17,49,LINGERIE,1,0,0,0,0
2017-08-17,49,"LIQUOR,WINE,BEER",5,0,0,0,0
2017-08-17,49,MAGAZINES,0,0,0,0,0
2017-08-17,49,MEATS,0,0,0,0,0
2017-08-17,49,PERSONAL CARE,12,0,0,0,0
2017-08-17,49,PET SUPPLIES,0,0,0,0,0
2017-08-17,49,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-17,49,POULTRY,0,0,0,0,0
2017-08-17,49,PREPARED FOODS,0,0,0,0,0
2017-08-17,49,PRODUCE,5,0,0,0,0
2017-08-17,49,SCHOOL AND OFFICE SUPPLIES,12,0,0,0,0
2017-08-17,49,SEAFOOD,0,0,0,0,0
2017-08-17,50,AUTOMOTIVE,0,0,0,0,0
2017-08-17,50,BABY CARE,0,0,0,0,0
2017-08-17,50,BEAUTY,2,0,0,0,0
2017-08-17,50,BEVERAGES,16,0,0,0,0
2017-08-17,50,BOOKS,0,0,0,0,0
2017-08-17,50,BREAD/BAKERY,11,0,0,0,0
2017-08-17,50,CELEBRATION,0,0,0,0,0
2017-08-17,50,CLEANING,7,0,0,0,0
2017-08-17,50,DAIRY,17,0,0,0,0
2017-08-17,50,DELI,9,0,0,0,0
2017-08-17,50,EGGS,0,0,0,0,0
2017-08-17,50,FROZEN FOODS,0,0,0,0,0
2017-08-17,50,GROCERY I,36,0,0,0,0
2017-08-17,50,GROCERY II,0,0,0,0,0
2017-08-17,50,HARDWARE,0,0,0,0,0
2017-08-17,50,HOME AND KITCHEN I,1,0,0,0,0
2017-08-17,50,HOME AND KITCHEN II,0,0,0,0,0
2017-08-17,50,HOME APPLIANCES,0,0,0,0,0
2017-08-17,50,HOME CARE,5,0,0,0,0
2017-08-17,50,LADIESWEAR,3,0,0,0,0
2017-08-17,50,LAWN AND GARDEN,0,0,0,0,0
2017-08-17,50,LINGERIE,0,0,0,0,0
2017-08-17,50,"LIQUOR,WINE,BEER",8,0,0,0,0
2017-08-17,50,MAGAZINES,0,0,0,0,0
2017-08-17,50,MEATS,0,0,0,0,0
2017-08-17,50,PERSONAL CARE,12,0,0,0,0
2017-08-17,50,PET SUPPLIES,0,0,0,0,0
2017-08-17,50,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-17,50,POULTRY,0,0,0,0,0
2017-08-17,50,PREPARED FOODS,0,0,0,0,0
2017-08-17,50,PRODUCE,3,0,0,0,0
2017-08-17,50,SCHOOL AND OFFICE SUPPLIES,13,0,0,0,0
2017-08-17,50,SEAFOOD,0,0,0,0,0
2017-08-17,51,AUTOMOTIVE,0,0,0,0,0
2017-08-17,51,BABY CARE,0,0,0,0,0
2017-08-17,51,BEAUTY,1,0,0,0,0
2017-08-17,51,BEVERAGES,17,0,0,0,0
2017-08-17,51,BOOKS,0,0,0,0,0
2017-08-17,51,BREAD/BAKERY,12,0,0,0,0
2017-08-17,51,CELEBRATION,0,0,0,0,0
2017-08-17,51,CLEANING,8,0,0,0,0
2017-08-17,51,DAIRY,16,0,0,0,0
2017-08-17,51,DELI,8,0,0,0,0
2017-08-17,51,EGGS,0,0,0,0,0
2017-08-17,51,FROZEN FOODS,0,0,0,0,0
2017-08-17,51,GROCERY I,33,0,0,0,0
2017-08-17,51,GROCERY II,0,0,0,0,0
2017-08-17,51,HARDWARE,0,0,0,0,0
2017-08-17,51,HOME AND KITCHEN I,0,0,0,0,0
2017-08-17,51,HOME AND KITCHEN II,2,0,0,0,0
2017-08-17,51,HOME APPLIANCES,0,0,0,0,0
2017-08-17,51,HOME CARE,4,0,0,0,0
2017-08-17,51,LADIESWEAR,0,0,0,0,0
2017-08-17,51,LAWN AND GARDEN,0,0,0,0,0
2017-08-17,51,LINGERIE,0,0,0,0,0
2017-08-17,51,"LIQUOR,WINE,BEER",5,0,0,0,0
2017-08-17,51,MAGAZINES,0,0,0,0,0
2017-08-17,51,MEATS,0,0,0,0,0
2017-08-17,51,PERSONAL CARE,10,0,0,0,0
2017-08-17,51,PET SUPPLIES,0,0,0,0,0
2017-08-17,51,PLAYERS AND ELECTRONICS,1,0,0,0,0
2017-08-17,51,POULTRY,0,0,0,0,0
2017-08-17,51,PREPARED FOODS,0,0,0,0,0
2017-08-17,51,PRODUCE,6,0,0,0,0
2017-08-17,51,SCHOOL AND OFFICE SUPPLIES,0,0,0,0,0
2017-08-17,51,SEAFOOD,0,0,0,0,0
2017-08-17,52,AUTOMOTIVE,0,0,0,0,0
2017-08-17,52,BABY CARE,0,0,0,0,0
2017-08-17,52,BEAUTY,0,0,0,0,0
2017-08-17,52,BEVERAGES,16,0,0,0,0
2017-08-17,52,BOOKS,0,0,0,0,0
2017-08-17,52,BREAD/BAKERY,12,0,0,0,0
2017-08-17,52,CELEBRATION,0,0,0,0,0
2017-08-17,52,CLEANING,10,0,0,0,0
2017-08-17,52,DAIRY,17,0,0,0,0
2017-08-17,52,DELI,9,0,0,0,0
2017-08-17,52,EGGS,0,0,0,0,0
2017-08-17,52,FROZEN FOODS,0,0,0,0,0
2017-08-17,52,GROCERY I,40,0,0,0,0
2017-08-17,52,GROCERY II,0,0,0,0,0
2017-08-17,52,HARDWARE,0,0,0,0,0
2017-08-17,52,HOME AND KITCHEN I,0,0,0,0,0
2017-08-17,52,HOME AND KITCHEN II,2,0,0,0,0
2017-08-17,52,HOME APPLIANCES,0,0,0,0,0
2017-08-17,52,HOME CARE,6,0,0,0,0
2017-08-17,52,LADIESWEAR,0,0,0,0,0
2017-08-17,52,LAWN AND GARDEN,0,0,0,0,0
2017-08-17,52,LINGERIE,0,0,0,0,0
2017-08-17,52,"LIQUOR,WINE,BEER",6,0,0,0,0
2017-08-17,52,MAGAZINES,0,0,0,0,0
2017-08-17,52,MEATS,0,0,0,0,0
2017-08-17,52,PERSONAL CARE,11,0,0,0,0
2017-08-17,52,PET SUPPLIES,0,0,0,0,0
2017-08-17,52,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-17,52,POULTRY,0,0,0,0,0
2017-08-17,52,PREPARED FOODS,0,0,0,0,0
2017-08-17,52,PRODUCE,3,0,0,0,0
2017-08-17,52,SCHOOL AND OFFICE SUPPLIES,0,0,0,0,0
2017-08-17,52,SEAFOOD,0,0,0,0,0
2017-08-17,53,AUTOMOTIVE,0,0,0,0,0
2017-08-17,53,BABY CARE,0,0,0,0,0
2017-08-17,53,BEAUTY,0,0,0,0,0
2017-08-17,53,BEVERAGES,12,0,0,0,0
2017-08-17,53,BOOKS,0,0,0,0,0
2017-08-17,53,BREAD/BAKERY,10,0,0,0,0
2017-08-17,53,CELEBRATION,0,0,0,0,0
2017-08-17,53,CLEANING,7,0,0,0,0
2017-08-17,53,DAIRY,16,0,0,0,0
2017-08-17,53,DELI,8,0,0,0,0
2017-08-17,53,EGGS,0,0,0,0,0
2017-08-17,53,FROZEN FOODS,0,0,0,0,0
2017-08-17,53,GROCERY I,28,0,0,0,0
2017-08-17,53,GROCERY II,0,0,0,0,0
2017-08-17,53,HARDWARE,0,0,0,0,0
2017-08-17,53,HOME AND KITCHEN I,0,0,0,0,0
2017-08-17,53,HOME AND KITCHEN II,1,0,0,0,0
2017-08-17,53,HOME APPLIANCES,0,0,0,0,0
2017-08-17,53,HOME CARE,7,0,0,0,0
2017-08-17,53,LADIESWEAR,0,0,0,0,0
2017-08-17,53,LAWN AND GARDEN,0,0,0,0,0
2017-08-17,53,LINGERIE,0,0,0,0,0
2017-08-17,53,"LIQUOR,WINE,BEER",4,0,0,0,0
2017-08-17,53,MAGAZINES,0,0,0,0,0
2017-08-17,53,MEATS,0,0,0,0,0
2017-08-17,53,PERSONAL CARE,7,0,0,0,0
2017-08-17,53,PET SUPPLIES,0,0,0,0,0
2017-08-17,53,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-17,53,POULTRY,0,0,0,0,0
2017-08-17,53,PREPARED FOODS,0,0,0,0,0
2017-08-17,53,PRODUCE,1,0,0,0,0
2017-08-17,53,SCHOOL AND OFFICE SUPPLIES,0,0,0,0,0
2017-08-17,53,SEAFOOD,0,0,0,0,0
2017-08-17,54,AUTOMOTIVE,0,0,0,0,0
2017-08-17,54,BABY CARE,0,0,0,0,0
2017-08-17,54,BEAUTY,0,0,0,0,0
2017-08-17,54,BEVERAGES,31,0,0,0,0
2017-08-17,54,BOOKS,0,0,0,0,0
2017-08-17,54,BREAD/BAKERY,6,0,0,0,0
2017-08-17,54,CELEBRATION,0,0,0,0,0
2017-08-17,54,CLEANING,16,0,0,0,0
2017-08-17,54,DAIRY,3,0,0,0,0
2017-08-17,54,DELI,6,0,0,0,0
2017-08-17,54,EGGS,1,0,0,0,0
2017-08-17,54,FROZEN FOODS,0,0,0,0,0
2017-08-17,54,GROCERY I,51,0,0,0,0
2017-08-17,54,GROCERY II,0,0,0,0,0
2017-08-17,54,HARDWARE,0,0,0,0,0
2017-08-17,54,HOME AND KITCHEN I,1,0,0,0,0
2017-08-17,54,HOME AND KITCHEN II,0,0,0,0,0
2017-08-17,54,HOME APPLIANCES,0,0,0,0,0
2017-08-17,54,HOME CARE,11,0,0,0,0
2017-08-17,54,LADIESWEAR,0,0,0,0,0
2017-08-17,54,LAWN AND GARDEN,0,0,0,0,0
2017-08-17,54,LINGERIE,0,0,0,0,0
2017-08-17,54,"LIQUOR,WINE,BEER",1,0,0,0,0
2017-08-17,54,MAGAZINES,0,0,0,0,0
2017-08-17,54,MEATS,10,0,0,0,0
2017-08-17,54,PERSONAL CARE,8,0,0,0,0
2017-08-17,54,PET SUPPLIES,0,0,0,0,0
2017-08-17,54,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-17,54,POULTRY,0,0,0,0,0
2017-08-17,54,PREPARED FOODS,0,0,0,0,0
2017-08-17,54,PRODUCE,0,0,0,0,0
2017-08-17,54,SCHOOL AND OFFICE SUPPLIES,0,0,0,0,0
2017-08-17,54,SEAFOOD,0,0,0,0,0
2017-08-18,1,AUTOMOTIVE,0,0,0,0,0
2017-08-18,1,BABY CARE,0,0,0,0,0
2017-08-18,1,BEAUTY,1,0,0,0,0
2017-08-18,1,BEVERAGES,12,0,0,0,0
2017-08-18,1,BOOKS,0,0,0,0,0
2017-08-18,1,BREAD/BAKERY,10,0,0,0,0
2017-08-18,1,CELEBRATION,0,0,0,0,0
2017-08-18,1,CLEANING,6,0,0,0,0
2017-08-18,1,DAIRY,18,0,0,0,0
2017-08-18,1,DELI,52,0,0,0,0
2017-08-18,1,EGGS,25,0,0,0,0
2017-08-18,1,FROZEN FOODS,0,0,0,0,0
2017-08-18,1,GROCERY I,31,0,0,0,0
2017-08-18,1,GROCERY II,0,0,0,0,0
2017-08-18,1,HARDWARE,0,0,0,0,0
2017-08-18,1,HOME AND KITCHEN I,0,0,0,0,0
2017-08-18,1,HOME AND KITCHEN II,1,0,0,0,0
2017-08-18,1,HOME APPLIANCES,0,0,0,0,0
2017-08-18,1,HOME CARE,5,0,0,0,0
2017-08-18,1,LADIESWEAR,0,0,0,0,0
2017-08-18,1,LAWN AND GARDEN,0,0,0,0,0
2017-08-18,1,LINGERIE,0,0,0,0,0
2017-08-18,1,"LIQUOR,WINE,BEER",6,0,0,0,0
2017-08-18,1,MAGAZINES,0,0,0,0,0
2017-08-18,1,MEATS,48,0,0,0,0
2017-08-18,1,PERSONAL CARE,9,0,0,0,0
2017-08-18,1,PET SUPPLIES,0,0,0,0,0
2017-08-18,1,PLAYERS AND ELECTRONICS,1,0,0,0,0
2017-08-18,1,POULTRY,41,0,0,0,0
2017-08-18,1,PREPARED FOODS,0,0,0,0,0
2017-08-18,1,PRODUCE,5,0,0,0,0
2017-08-18,1,SCHOOL AND OFFICE SUPPLIES,0,0,0,0,0
2017-08-18,1,SEAFOOD,7,0,0,0,0
2017-08-18,2,AUTOMOTIVE,0,0,0,0,0
2017-08-18,2,BABY CARE,0,0,0,0,0
2017-08-18,2,BEAUTY,2,0,0,0,0
2017-08-18,2,BEVERAGES,11,0,0,0,0
2017-08-18,2,BOOKS,0,0,0,0,0
2017-08-18,2,BREAD/BAKERY,13,0,0,0,0
2017-08-18,2,CELEBRATION,0,0,0,0,0
2017-08-18,2,CLEANING,9,0,0,0,0
2017-08-18,2,DAIRY,21,0,0,0,0
2017-08-18,2,DELI,66,0,0,0,0
2017-08-18,2,EGGS,30,0,0,0,0
2017-08-18,2,FROZEN FOODS,0,0,0,0,0
2017-08-18,2,GROCERY I,37,0,0,0,0
2017-08-18,2,GROCERY II,0,0,0,0,0
2017-08-18,2,HARDWARE,0,0,0,0,0
2017-08-18,2,HOME AND KITCHEN I,2,0,0,0,0
2017-08-18,2,HOME AND KITCHEN II,2,0,0,0,0
2017-08-18,2,HOME APPLIANCES,0,0,0,0,0
2017-08-18,2,HOME CARE,6,0,0,0,0
2017-08-18,2,LADIESWEAR,0,0,0,0,0
2017-08-18,2,LAWN AND GARDEN,0,0,0,0,0
2017-08-18,2,LINGERIE,3,0,0,0,0
2017-08-18,2,"LIQUOR,WINE,BEER",5,0,0,0,0
2017-08-18,2,MAGAZINES,0,0,0,0,0
2017-08-18,2,MEATS,48,0,0,0,0
2017-08-18,2,PERSONAL CARE,10,0,0,0,0
2017-08-18,2,PET SUPPLIES,0,0,0,0,0
2017-08-18,2,PLAYERS AND ELECTRONICS,0,0,0,0,0
2017-08-18,2,POULTRY,43,0,0,0,0
2017-08-18,2,PREPARED FOODS,0,0,0,0,0
2017-08-18,2,PRODUCE,5,0,0,0,0
