store_nbr,family_name,current_stock,on_order,backorders
31,AUTOMOTIVE,,,
31,BABY CARE,,,
31,BEAUTY,,,
31,BEVERAGES,,,
31,BOOKS,,,
31,BREAD/BAKERY,,,
31,CELEBRATION,,,
31,CLEANING,,,
31,DAIRY,,,
31,DELI,,,
31,EGGS,,,
31,FROZEN FOODS,,,
31,GROCERY I,,,
31,GROCERY II,,,
31,HARDWARE,,,
31,HOME AND KITCHEN I,,,
31,HOME AND KITCHEN II,,,
31,HOME APPLIANCES,,,
31,HOME CARE,,,
31,LADIESWEAR,,,
31,LAWN AND GARDEN,,,
31,LINGERIE,,,
31,"LIQUOR,WINE,BEER",,,
31,MAGAZINES,,,
31,MEATS,,,
31,PERSONAL CARE,,,
31,PET SUPPLIES,,,
31,PLAYERS AND ELECTRONICS,,,
31,POULTRY,,,
31,PREPARED FOODS,,,
31,PRODUCE,,,
31,SCHOOL AND OFFICE SUPPLIES,,,
31,SEAFOOD,,,
32,AUTOMOTIVE,,,
32,BABY CARE,,,
32,BEAUTY,,,
32,BEVERAGES,,,
32,BOOKS,,,
32,BREAD/BAKERY,,,
32,CELEBRATION,,,
32,CLEANING,,,
32,DAIRY,,,
32,DELI,,,
32,EGGS,,,
32,FROZEN FOODS,,,
32,GROCERY I,,,
32,GROCERY II,,,
32,HARDWARE,,,
32,HOME AND KITCHEN I,,,
32,HOME AND KITCHEN II,,,
32,HOME APPLIANCES,,,
32,HOME CARE,,,
32,LADIESWEAR,,,
32,LAWN AND GARDEN,,,
32,LINGERIE,,,
32,"LIQUOR,WINE,BEER",,,
32,MAGAZINES,,,
32,MEATS,,,
32,PERSONAL CARE,,,
32,PET SUPPLIES,,,
32,PLAYERS AND ELECTRONICS,,,
32,POULTRY,,,
32,PREPARED FOODS,,,
32,PRODUCE,,,
32,SCHOOL AND OFFICE SUPPLIES,,,
32,SEAFOOD,,,
33,AUTOMOTIVE,,,
33,BABY CARE,,,
33,BEAUTY,,,
33,BEVERAGES,,,
33,BOOKS,,,
33,BREAD/BAKERY,,,
33,CELEBRATION,,,
33,CLEANING,,,
33,DAIRY,,,
33,DELI,,,
33,EGGS,,,
33,FROZEN FOODS,,,
33,GROCERY I,,,
33,GROCERY II,,,
33,HARDWARE,,,
33,HOME AND KITCHEN I,,,
33,HOME AND KITCHEN II,,,
33,HOME APPLIANCES,,,
33,HOME CARE,,,
33,LADIESWEAR,,,
33,LAWN AND GARDEN,,,
33,LINGERIE,,,
33,"LIQUOR,WINE,BEER",,,
33,MAGAZINES,,,
33,MEATS,,,
33,PERSONAL CARE,,,
33,PET SUPPLIES,,,
33,PLAYERS AND ELECTRONICS,,,
33,POULTRY,,,
33,PREPARED FOODS,,,
33,PRODUCE,,,
33,SCHOOL AND OFFICE SUPPLIES,,,
33,SEAFOOD,,,
34,AUTOMOTIVE,,,
34,BABY CARE,,,
34,BEAUTY,,,
34,BEVERAGES,,,
34,BOOKS,,,
34,BREAD/BAKERY,,,
34,CELEBRATION,,,
34,CLEANING,,,
34,DAIRY,,,
34,DELI,,,
34,EGGS,,,
34,FROZEN FOODS,,,
34,GROCERY I,,,
34,GROCERY II,,,
34,HARDWARE,,,
34,HOME AND KITCHEN I,,,
34,HOME AND KITCHEN II,,,
34,HOME APPLIANCES,,,
34,HOME CARE,,,
34,LADIESWEAR,,,
34,LAWN AND GARDEN,,,
34,LINGERIE,,,
34,"LIQUOR,WINE,BEER",,,
34,MAGAZINES,,,
34,MEATS,,,
34,PERSONAL CARE,,,
34,PET SUPPLIES,,,
34,PLAYERS AND ELECTRONICS,,,
34,POULTRY,,,
34,PREPARED FOODS,,,
34,PRODUCE,,,
34,SCHOOL AND OFFICE SUPPLIES,,,
34,SEAFOOD,,,
35,AUTOMOTIVE,,,
35,BABY CARE,,,
35,BEAUTY,,,
35,BEVERAGES,,,
35,BOOKS,,,
35,BREAD/BAKERY,,,
35,CELEBRATION,,,
35,CLEANING,,,
35,DAIRY,,,
35,DELI,,,
35,EGGS,,,
35,FROZEN FOODS,,,
35,GROCERY I,,,
35,GROCERY II,,,
35,HARDWARE,,,
35,HOME AND KITCHEN I,,,
35,HOME AND KITCHEN II,,,
35,HOME APPLIANCES,,,
35,HOME CARE,,,
35,LADIESWEAR,,,
35,LAWN AND GARDEN,,,
35,LINGERIE,,,
35,"LIQUOR,WINE,BEER",,,
35,MAGAZINES,,,
35,MEATS,,,
35,PERSONAL CARE,,,
35,PET SUPPLIES,,,
35,PLAYERS AND ELECTRONICS,,,
35,POULTRY,,,
35,PREPARED FOODS,,,
35,PRODUCE,,,
35,SCHOOL AND OFFICE SUPPLIES,,,
35,SEAFOOD,,,
36,AUTOMOTIVE,,,
36,BABY CARE,,,
36,BEAUTY,,,
36,BEVERAGES,,,
36,BOOKS,,,
36,BREAD/BAKERY,,,
36,CELEBRATION,,,
36,CLEANING,,,
36,DAIRY,,,
36,DELI,,,
36,EGGS,,,
36,FROZEN FOODS,,,
36,GROCERY I,,,
36,GROCERY II,,,
36,HARDWARE,,,
36,HOME AND KITCHEN I,,,
36,HOME AND KITCHEN II,,,
36,HOME APPLIANCES,,,
36,HOME CARE,,,
36,LADIESWEAR,,,
36,LAWN AND GARDEN,,,
36,LINGERIE,,,
36,"LIQUOR,WINE,BEER",,,
36,MAGAZINES,,,
36,MEATS,,,
36,PERSONAL CARE,,,
36,PET SUPPLIES,,,
36,PLAYERS AND ELECTRONICS,,,
36,POULTRY,,,
36,PREPARED FOODS,,,
36,PRODUCE,,,
36,SCHOOL AND OFFICE SUPPLIES,,,
36,SEAFOOD,,,
37,AUTOMOTIVE,,,
37,BABY CARE,,,
37,BEAUTY,,,
37,BEVERAGES,,,
37,BOOKS,,,
37,BREAD/BAKERY,,,
37,CELEBRATION,,,
37,CLEANING,,,
37,DAIRY,,,
37,DELI,,,
37,EGGS,,,
37,FROZEN FOODS,,,
37,GROCERY I,,,
37,GROCERY II,,,
37,HARDWARE,,,
37,HOME AND KITCHEN I,,,
37,HOME AND KITCHEN II,,,
37,HOME APPLIANCES,,,
37,HOME CARE,,,
37,LADIESWEAR,,,
37,LAWN AND GARDEN,,,
37,LINGERIE,,,
37,"LIQUOR,WINE,BEER",,,
37,MAGAZINES,,,
37,MEATS,,,
37,PERSONAL CARE,,,
37,PET SUPPLIES,,,
37,PLAYERS AND ELECTRONICS,,,
37,POULTRY,,,
37,PREPARED FOODS,,,
37,PRODUCE,,,
37,SCHOOL AND OFFICE SUPPLIES,,,
37,SEAFOOD,,,
38,AUTOMOTIVE,,,
38,BABY CARE,,,
38,BEAUTY,,,
38,BEVERAGES,,,
38,BOOKS,,,
38,BREAD/BAKERY,,,
38,CELEBRATION,,,
38,CLEANING,,,
38,DAIRY,,,
38,DELI,,,
38,EGGS,,,
38,FROZEN FOODS,,,
38,GROCERY I,,,
38,GROCERY II,,,
38,HARDWARE,,,
38,HOME AND KITCHEN I,,,
38,HOME AND KITCHEN II,,,
38,HOME APPLIANCES,,,
38,HOME CARE,,,
38,LADIESWEAR,,,
38,LAWN AND GARDEN,,,
38,LINGERIE,,,
38,"LIQUOR,WINE,BEER",,,
38,MAGAZINES,,,
38,MEATS,,,
38,PERSONAL CARE,,,
38,PET SUPPLIES,,,
38,PLAYERS AND ELECTRONICS,,,
38,POULTRY,,,
38,PREPARED FOODS,,,
38,PRODUCE,,,
38,SCHOOL AND OFFICE SUPPLIES,,,
38,SEAFOOD,,,
39,AUTOMOTIVE,,,
39,BABY CARE,,,
39,BEAUTY,,,
39,BEVERAGES,,,
39,BOOKS,,,
39,BREAD/BAKERY,,,
39,CELEBRATION,,,
39,CLEANING,,,
39,DAIRY,,,
39,DELI,,,
39,EGGS,,,
39,FROZEN FOODS,,,
39,GROCERY I,,,
39,GROCERY II,,,
39,HARDWARE,,,
39,HOME AND KITCHEN I,,,
39,HOME AND KITCHEN II,,,
39,HOME APPLIANCES,,,
39,HOME CARE,,,
39,LADIESWEAR,,,
39,LAWN AND GARDEN,,,
39,LINGERIE,,,
39,"LIQUOR,WINE,BEER",,,
39,MAGAZINES,,,
39,MEATS,,,
39,PERSONAL CARE,,,
39,PET SUPPLIES,,,
39,PLAYERS AND ELECTRONICS,,,
39,POULTRY,,,
39,PREPARED FOODS,,,
39,PRODUCE,,,
39,SCHOOL AND OFFICE SUPPLIES,,,
39,SEAFOOD,,,
40,AUTOMOTIVE,,,
40,BABY CARE,,,
40,BEAUTY,,,
40,BEVERAGES,,,
40,BOOKS,,,
40,BREAD/BAKERY,,,
40,CELEBRATION,,,
40,CLEANING,,,
40,DAIRY,,,
40,DELI,,,
40,EGGS,,,
40,FROZEN FOODS,,,
40,GROCERY I,,,
40,GROCERY II,,,
40,HARDWARE,,,
40,HOME AND KITCHEN I,,,
40,HOME AND KITCHEN II,,,
40,HOME APPLIANCES,,,
40,HOME CARE,,,
40,LADIESWEAR,,,
40,LAWN AND GARDEN,,,
40,LINGERIE,,,
40,"LIQUOR,WINE,BEER",,,
40,MAGAZINES,,,
40,MEATS,,,
40,PERSONAL CARE,,,
40,PET SUPPLIES,,,
40,PLAYERS AND ELECTRONICS,,,
40,POULTRY,,,
40,PREPARED FOODS,,,
40,PRODUCE,,,
40,SCHOOL AND OFFICE SUPPLIES,,,
40,SEAFOOD,,,
41,AUTOMOTIVE,,,
41,BABY CARE,,,
41,BEAUTY,,,
41,BEVERAGES,,,
41,BOOKS,,,
41,BREAD/BAKERY,,,
41,CELEBRATION,,,
41,CLEANING,,,
41,DAIRY,,,
41,DELI,,,
41,EGGS,,,
41,FROZEN FOODS,,,
41,GROCERY I,,,
41,GROCERY II,,,
41,HARDWARE,,,
41,HOME AND KITCHEN I,,,
41,HOME AND KITCHEN II,,,
41,HOME APPLIANCES,,,
41,HOME CARE,,,
41,LADIESWEAR,,,
41,LAWN AND GARDEN,,,
41,LINGERIE,,,
41,"LIQUOR,WINE,BEER",,,
41,MAGAZINES,,,
41,MEATS,,,
41,PERSONAL CARE,,,
41,PET SUPPLIES,,,
41,PLAYERS AND ELECTRONICS,,,
41,POULTRY,,,
41,PREPARED FOODS,,,
41,PRODUCE,,,
41,SCHOOL AND OFFICE SUPPLIES,,,
41,SEAFOOD,,,
42,AUTOMOTIVE,,,
42,BABY CARE,,,
42,BEAUTY,,,
42,BEVERAGES,,,
42,BOOKS,,,
42,BREAD/BAKERY,,,
42,CELEBRATION,,,
42,CLEANING,,,
42,DAIRY,,,
42,DELI,,,
42,EGGS,,,
42,FROZEN FOODS,,,
42,GROCERY I,,,
42,GROCERY II,,,
42,HARDWARE,,,
42,HOME AND KITCHEN I,,,
42,HOME AND KITCHEN II,,,
42,HOME APPLIANCES,,,
42,HOME CARE,,,
42,LADIESWEAR,,,
42,LAWN AND GARDEN,,,
42,LINGERIE,,,
42,"LIQUOR,WINE,BEER",,,
42,MAGAZINES,,,
42,MEATS,,,
42,PERSONAL CARE,,,
42,PET SUPPLIES,,,
42,PLAYERS AND ELECTRONICS,,,
42,POULTRY,,,
42,PREPARED FOODS,,,
42,PRODUCE,,,
42,SCHOOL AND OFFICE SUPPLIES,,,
42,SEAFOOD,,,
43,AUTOMOTIVE,,,
43,BABY CARE,,,
43,BEAUTY,,,
43,BEVERAGES,,,
43,BOOKS,,,
43,BREAD/BAKERY,,,
43,CELEBRATION,,,
43,CLEANING,,,
43,DAIRY,,,
43,DELI,,,
43,EGGS,,,
43,FROZEN FOODS,,,
43,GROCERY I,,,
43,GROCERY II,,,
43,HARDWARE,,,
43,HOME AND KITCHEN I,,,
43,HOME AND KITCHEN II,,,
43,HOME APPLIANCES,,,
43,HOME CARE,,,
43,LADIESWEAR,,,
43,LAWN AND GARDEN,,,
43,LINGERIE,,,
43,"LIQUOR,WINE,BEER",,,
43,MAGAZINES,,,
43,MEATS,,,
43,PERSONAL CARE,,,
43,PET SUPPLIES,,,
43,PLAYERS AND ELECTRONICS,,,
43,POULTRY,,,
43,PREPARED FOODS,,,
43,PRODUCE,,,
43,SCHOOL AND OFFICE SUPPLIES,,,
43,SEAFOOD,,,
44,AUTOMOTIVE,,,
44,BABY CARE,,,
44,BEAUTY,,,
44,BEVERAGES,,,
44,BOOKS,,,
44,BREAD/BAKERY,,,
44,CELEBRATION,,,
44,CLEANING,,,
44,DAIRY,,,
44,DELI,,,
44,EGGS,,,
44,FROZEN FOODS,,,
44,GROCERY I,,,
44,GROCERY II,,,
44,HARDWARE,,,
44,HOME AND KITCHEN I,,,
44,HOME AND KITCHEN II,,,
44,HOME APPLIANCES,,,
44,HOME CARE,,,
44,LADIESWEAR,,,
44,LAWN AND GARDEN,,,
44,LINGERIE,,,
44,"LIQUOR,WINE,BEER",,,
44,MAGAZINES,,,
44,MEATS,,,
44,PERSONAL CARE,,,
44,PET SUPPLIES,,,
44,PLAYERS AND ELECTRONICS,,,
44,POULTRY,,,
44,PREPARED FOODS,,,
44,PRODUCE,,,
44,SCHOOL AND OFFICE SUPPLIES,,,
44,SEAFOOD,,,
45,AUTOMOTIVE,,,
45,BABY CARE,,,
45,BEAUTY,,,
45,BEVERAGES,,,
45,BOOKS,,,
45,BREAD/BAKERY,,,
45,CELEBRATION,,,
45,CLEANING,,,
45,DAIRY,,,
45,DELI,,,
45,EGGS,,,
45,FROZEN FOODS,,,
45,GROCERY I,,,
45,GROCERY II,,,
45,HARDWARE,,,
45,HOME AND KITCHEN I,,,
45,HOME AND KITCHEN II,,,
45,HOME APPLIANCES,,,
45,HOME CARE,,,
45,LADIESWEAR,,,
45,LAWN AND GARDEN,,,
45,LINGERIE,,,
45,"LIQUOR,WINE,BEER",,,
45,MAGAZINES,,,
45,MEATS,,,
45,PERSONAL CARE,,,
45,PET SUPPLIES,,,
45,PLAYERS AND ELECTRONICS,,,
45,POULTRY,,,
45,PREPARED FOODS,,,
45,PRODUCE,,,
45,SCHOOL AND OFFICE SUPPLIES,,,
45,SEAFOOD,,,
46,AUTOMOTIVE,,,
46,BABY CARE,,,
46,BEAUTY,,,
46,BEVERAGES,,,
46,BOOKS,,,
46,BREAD/BAKERY,,,
46,CELEBRATION,,,
46,CLEANING,,,
46,DAIRY,,,
46,DELI,,,
46,EGGS,,,
46,FROZEN FOODS,,,
46,GROCERY I,,,
46,GROCERY II,,,
46,HARDWARE,,,
46,HOME AND KITCHEN I,,,
46,HOME AND KITCHEN II,,,
46,HOME APPLIANCES,,,
46,HOME CARE,,,
46,LADIESWEAR,,,
46,LAWN AND GARDEN,,,
46,LINGERIE,,,
46,"LIQUOR,WINE,BEER",,,
46,MAGAZINES,,,
46,MEATS,,,
46,PERSONAL CARE,,,
46,PET SUPPLIES,,,
46,PLAYERS AND ELECTRONICS,,,
46,POULTRY,,,
46,PREPARED FOODS,,,
46,PRODUCE,,,
46,SCHOOL AND OFFICE SUPPLIES,,,
46,SEAFOOD,,,
47,AUTOMOTIVE,,,
47,BABY CARE,,,
47,BEAUTY,,,
47,BEVERAGES,,,
47,BOOKS,,,
47,BREAD/BAKERY,,,
47,CELEBRATION,,,
47,CLEANING,,,
47,DAIRY,,,
47,DELI,,,
47,EGGS,,,
47,FROZEN FOODS,,,
47,GROCERY I,,,
47,GROCERY II,,,
47,HARDWARE,,,
47,HOME AND KITCHEN I,,,
47,HOME AND KITCHEN II,,,
47,HOME APPLIANCES,,,
47,HOME CARE,,,
47,LADIESWEAR,,,
47,LAWN AND GARDEN,,,
47,LINGERIE,,,
47,"LIQUOR,WINE,BEER",,,
47,MAGAZINES,,,
47,MEATS,,,
47,PERSONAL CARE,,,
47,PET SUPPLIES,,,
47,PLAYERS AND ELECTRONICS,,,
47,POULTRY,,,
47,PREPARED FOODS,,,
47,PRODUCE,,,
47,SCHOOL AND OFFICE SUPPLIES,,,
47,SEAFOOD,,,
48,AUTOMOTIVE,,,
48,BABY CARE,,,
48,BEAUTY,,,
48,BEVERAGES,,,
48,BOOKS,,,
48,BREAD/BAKERY,,,
48,CELEBRATION,,,
48,CLEANING,,,
48,DAIRY,,,
48,DELI,,,
48,EGGS,,,
48,FROZEN FOODS,,,
48,GROCERY I,,,
48,GROCERY II,,,
48,HARDWARE,,,
48,HOME AND KITCHEN I,,,
48,HOME AND KITCHEN II,,,
48,HOME APPLIANCES,,,
48,HOME CARE,,,
48,LADIESWEAR,,,
48,LAWN AND GARDEN,,,
48,LINGERIE,,,
48,"LIQUOR,WINE,BEER",,,
48,MAGAZINES,,,
48,MEATS,,,
48,PERSONAL CARE,,,
48,PET SUPPLIES,,,
48,PLAYERS AND ELECTRONICS,,,
48,POULTRY,,,
48,PREPARED FOODS,,,
48,PRODUCE,,,
48,SCHOOL AND OFFICE SUPPLIES,,,
48,SEAFOOD,,,
49,AUTOMOTIVE,,,
49,BABY CARE,,,
49,BEAUTY,,,
49,BEVERAGES,,,
49,BOOKS,,,
49,BREAD/BAKERY,,,
49,CELEBRATION,,,
49,CLEANING,,,
49,DAIRY,,,
49,DELI,,,
49,EGGS,,,
49,FROZEN FOODS,,,
49,GROCERY I,,,
49,GROCERY II,,,
49,HARDWARE,,,
49,HOME AND KITCHEN I,,,
49,HOME AND KITCHEN II,,,
49,HOME APPLIANCES,,,
49,HOME CARE,,,
49,LADIESWEAR,,,
49,LAWN AND GARDEN,,,
49,LINGERIE,,,
49,"LIQUOR,WINE,BEER",,,
49,MAGAZINES,,,
49,MEATS,,,
49,PERSONAL CARE,,,
49,PET SUPPLIES,,,
49,PLAYERS AND ELECTRONICS,,,
49,POULTRY,,,
49,PREPARED FOODS,,,
49,PRODUCE,,,
49,SCHOOL AND OFFICE SUPPLIES,,,
49,SEAFOOD,,,
50,AUTOMOTIVE,,,
50,BABY CARE,,,
50,BEAUTY,,,
50,BEVERAGES,,,
50,BOOKS,,,
50,BREAD/BAKERY,,,
50,CELEBRATION,,,
50,CLEANING,,,
50,DAIRY,,,
50,DELI,,,
50,EGGS,,,
50,FROZEN FOODS,,,
50,GROCERY I,,,
50,GROCERY II,,,
50,HARDWARE,,,
50,HOME AND KITCHEN I,,,
50,HOME AND KITCHEN II,,,
50,HOME APPLIANCES,,,
50,HOME CARE,,,
50,LADIESWEAR,,,
50,LAWN AND GARDEN,,,
50,LINGERIE,,,
50,"LIQUOR,WINE,BEER",,,
50,MAGAZINES,,,
50,MEATS,,,
50,PERSONAL CARE,,,
50,PET SUPPLIES,,,
50,PLAYERS AND ELECTRONICS,,,
50,POULTRY,,,
50,PREPARED FOODS,,,
50,PRODUCE,,,
50,SCHOOL AND OFFICE SUPPLIES,,,
50,SEAFOOD,,,
51,AUTOMOTIVE,,,
51,BABY CARE,,,
51,BEAUTY,,,
51,BEVERAGES,,,
51,BOOKS,,,
51,BREAD/BAKERY,,,
51,CELEBRATION,,,
51,CLEANING,,,
51,DAIRY,,,
51,DELI,,,
51,EGGS,,,
51,FROZEN FOODS,,,
51,GROCERY I,,,
51,GROCERY II,,,
51,HARDWARE,,,
51,HOME AND KITCHEN I,,,
51,HOME AND KITCHEN II,,,
51,HOME APPLIANCES,,,
51,HOME CARE,,,
51,LADIESWEAR,,,
51,LAWN AND GARDEN,,,
51,LINGERIE,,,
51,"LIQUOR,WINE,BEER",,,
51,MAGAZINES,,,
51,MEATS,,,
51,PERSONAL CARE,,,
51,PET SUPPLIES,,,
51,PLAYERS AND ELECTRONICS,,,
51,POULTRY,,,
51,PREPARED FOODS,,,
51,PRODUCE,,,
51,SCHOOL AND OFFICE SUPPLIES,,,
51,SEAFOOD,,,
52,AUTOMOTIVE,,,
52,BABY CARE,,,
52,BEAUTY,,,
52,BEVERAGES,,,
52,BOOKS,,,
52,BREAD/BAKERY,,,
52,CELEBRATION,,,
52,CLEANING,,,
52,DAIRY,,,
52,DELI,,,
52,EGGS,,,
52,FROZEN FOODS,,,
52,GROCERY I,,,
52,GROCERY II,,,
52,HARDWARE,,,
52,HOME AND KITCHEN I,,,
52,HOME AND KITCHEN II,,,
52,HOME APPLIANCES,,,
52,HOME CARE,,,
52,LADIESWEAR,,,
52,LAWN AND GARDEN,,,
52,LINGERIE,,,
52,"LIQUOR,WINE,BEER",,,
52,MAGAZINES,,,
52,MEATS,,,
52,PERSONAL CARE,,,
52,PET SUPPLIES,,,
52,PLAYERS AND ELECTRONICS,,,
52,POULTRY,,,
52,PREPARED FOODS,,,
52,PRODUCE,,,
52,SCHOOL AND OFFICE SUPPLIES,,,
52,SEAFOOD,,,
53,AUTOMOTIVE,,,
53,BABY CARE,,,
53,BEAUTY,,,
53,BEVERAGES,,,
53,BOOKS,,,
53,BREAD/BAKERY,,,
53,CELEBRATION,,,
53,CLEANING,,,
53,DAIRY,,,
53,DELI,,,
53,EGGS,,,
53,FROZEN FOODS,,,
53,GROCERY I,,,
53,GROCERY II,,,
53,HARDWARE,,,
53,HOME AND KITCHEN I,,,
53,HOME AND KITCHEN II,,,
53,HOME APPLIANCES,,,
53,HOME CARE,,,
53,LADIESWEAR,,,
53,LAWN AND GARDEN,,,
53,LINGERIE,,,
53,"LIQUOR,WINE,BEER",,,
53,MAGAZINES,,,
53,MEATS,,,
53,PERSONAL CARE,,,
53,PET SUPPLIES,,,
53,PLAYERS AND ELECTRONICS,,,
53,POULTRY,,,
53,PREPARED FOODS,,,
53,PRODUCE,,,
53,SCHOOL AND OFFICE SUPPLIES,,,
53,SEAFOOD,,,
54,AUTOMOTIVE,,,
54,BABY CARE,,,
54,BEAUTY,,,
54,BEVERAGES,,,
54,BOOKS,,,
54,BREAD/BAKERY,,,
54,CELEBRATION,,,
54,CLEANING,,,
54,DAIRY,,,
54,DELI,,,
54,EGGS,,,
54,FROZEN FOODS,,,
54,GROCERY I,,,
54,GROCERY II,,,
54,HARDWARE,,,
54,HOME AND KITCHEN I,,,
54,HOME AND KITCHEN II,,,
54,HOME APPLIANCES,,,
54,HOME CARE,,,
54,LADIESWEAR,,,
54,LAWN AND GARDEN,,,
54,LINGERIE,,,
54,"LIQUOR,WINE,BEER",,,
54,MAGAZINES,,,
54,MEATS,,,
54,PERSONAL CARE,,,
54,PET SUPPLIES,,,
54,PLAYERS AND ELECTRONICS,,,
54,POULTRY,,,
54,PREPARED FOODS,,,
54,PRODUCE,,,
54,SCHOOL AND OFFICE SUPPLIES,,,
54,SEAFOOD,,,
